"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"China","CHN","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.81204032897949","","","","","","","","","","",
"China","CHN","Secondary education, teachers, female","SE.SEC.TCHR.FE","","","","","","","","","","","","","","","","","","","","802600","783435","787700","761600","750800","749700","799850","854800","909851","969800","1028750","1077000","1128900","1175600","1230050","1272900","1321680","1431683","1537605","","","1940197","1949668","2042744","2228135","","","2594248","2804702","","3030146","3103856","3149854","3250337","3132459","3169800","3235872","3275411","3360609","3479543","3606527","",
"China","CHN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","8.91769981384277","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3728103637695","","","","","","","","","","",
"China","CHN","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","5644462","","3576938","","2947348","3318657","3877516","4769183","5804367","6687434","7254031","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0233306884766","80.6173782348633","85.0645370483398","86.0028991699219","88.0308380126953","88.056022644043","90.6457901000977","92.1500930786133","93.5709381103516","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","School enrollment, primary, male (% gross)","SE.PRM.ENRR.MA","","","","","","","","","","","","","","","137.512954711914","133.416793823242","130.158706665039","124.352691650391","118.354148864746","117.782249450684","118.283912658691","120.24503326416","120.811531066895","121.295356750488","121.903480529785","127.279968261719","130.244476318359","134.380294799805","135.920074462891","135.732788085938","134.05744934082","129.965225219727","126.491477966309","122.714950561523","118.60001373291","114.71070098877","110.34992980957","107.21955871582","107.074417114258","","","112.806510925293","","","","","101.375343322754","101.268058776855","101.477058410645","100.783340454102","99.7705383300781","99.7501220703125","100.308441162109","99.6751327514648","95.7645034790039","96.209342956543","97.7319030761719","98.9712600708008","99.699951171875","101.376022338867","",
"China","CHN","Trained teachers in preprimary education, female (% of female teachers)","SE.PRE.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Literacy rate, youth (ages 15-24), gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","0.862309992313385","","","","","","","","0.943059980869293","","","","","","","","","","0.993009984493256","","","","","","","","","","0.999029994010925","","","","","","","","1","","",
"China","CHN","Coverage of social safety net programs (% of population)","per_sa_allsa.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8131763544043","","","","","","","",
"China","CHN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69214795662555","1.74669877177483","1.8476527303559","2.07897795598088","2.45517335871818","2.73337562135814","2.85888199899767","2.85585174141003","2.79864259612348","2.72396538263361","2.71936444309188","2.71546938467345","2.68928114628582","2.70897958411223","2.82135089552396","2.84293348041717","2.86777784182121","3.00918649185067","3.18187140234463","3.15118128997009","3.32923216124756","3.5244677066803","3.56096792221069","3.66364479064941","3.75884985923767","3.87069725990295","3.98883724212646","4.18381118774414","4.22725793736464","4.20011786862713","",
"China","CHN","Gross savings (current US$)","NY.GNS.ICTR.CD","","","","","","","","","","","","","","","","","","","","","","","69326566889.313","76472702938.6973","90711752475","109184596836.735","106017770811.594","101638115118.834","118629388370.37","124767321346.154","132413887187.38","147603211911.15","173351484397.174","185485119387.132","235304914749.324","290367393570.359","334780669315.148","382162961270.477","394608104120.013","399942590132.032","432929883624.324","499183406270.312","571797278164.117","704186230425.022","893053264019.167","1050510645773.11","1328192570010","1784942686383.84","2379281048726.94","2569882961779.08","3124341353106.53","3717854991885.17","4152240711878.81","4534304479410.19","4988082149021.34","5034882689982.28","4996151139292.09","5534438487578.48","6167362954734.74","6256953481223.95","",
"China","CHN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","45785721837.9479","52458957992.8711","61334480059.395","71765163909.7662","79658878356.1032","75176193055.92","73036609316.1847","85347647220.1954","100211444556.65","105767767755.274","114722051027.908","140517018667.205","162063302545.973","187352698228.468","173660731274.618","183675112500.134","187710714373.433","203030012789.733","214971864017.117","223110837644.084","222315016669.45","229271816406.912","259465013808.322","301516479115.15","331338705739.02","350323160363.548","365484743201.235","358741535498.836","374169581688.495","407777878449.215","459950599676.599","493421090784.09","556580165196.529","649696268825.477","795413311477.01","926920359724.1","991166194956.837","1072765363522.45","1181513474598.55","1287486335871.56","1423139062082.08","1648315316032.3","1959621915546.41","2295109095904.23","2706559448728.97","3310326420871.42","4104180567213.17","4901281202729.95","5801859800633.73","6783868514285.38","8006059751935.94","9193814741119.3","10246603763271.5","10894017914379.3","11398879076651.9","12111244823474.2","13371980315793.3","14519055044099.2","",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1115320250413.32","1259841067824.19","1471842108254.93","1715902290136.07","1981018984304.76","2244107646874.45","2511948013659.82","2791287913722.09","3044172457305.12","3324725650108.66","3687631479779.99","4082650449750.21","4526020825914.93","5072833908526.3","5736264892238.59","6588930216200.94","7651864506957.19","8975592720808.45","10033234295492.2","11059907750915.5","12378807960381.7","13844365195928.9","15124538193948.2","16185063329894.8","17121277216279.1","17796747505553.3","18712096136707.7","19887033884254.4","21746511395510","23487797982261.4","",
"China","CHN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","14.8555813857069","17.121650840668","17.1019669487496","16.65361996189","16.5933274487238","16.7376530257388","16.4761990297037","16.6102324600794","16.8367255626086","16.1981879105824","15.7746748760772","15.8797243354615","15.8915048071125","15.9246330355595","15.9688614223381","15.7882256291859","15.7714449198872","15.9439485333624","16.2110323908313","16.7946384359336","17.4247358275231","17.8355886938143","17.8105555373211","18.0165871999471","18.9073565863969","20.8376840689995","21.810599871863","22.9191272020447","25.6940975421835","27.9044233246741","29.4981074937249","31.4787688236027","34.0569816731281","39.2288287662969","47.3166320037569","53.7827792800893","57.2822798561001","58.2082872871888","57.6842662325575","56.9556799515799","58.130557511105","59.3205187730014","59.6776870696642","61.2312033226058","65.4879920958048","68.0444758341715","70.7162757895064","76.1965654628167","82.1363514088169","81.9642483510506","87.6045199519096","94.6791845620699","96.8863623531113","98.9823728762663","100.002944180287","100","101.407346027227","105.699596484142","109.398815612929","110.807272937149","",
"China","CHN","Adjusted savings: net national savings (current US$)","NY.ADJ.NNAT.CD","","","","","","","","","","","","","","","","","","","","","","","49494034725.5169","54103015203.6147","66146947089.9586","80253383640.6301","75948446341.4414","74506255808.9006","90529006765.492","92024983583.9718","97004951357.9848","109332915191.573","133189056294.039","138860396957.181","172416673962.149","204153201493.351","229251318881.155","257566511003.941","253149139329.473","244636298315.184","257069478249.333","301755041057.36","350374821281.299","442677475127.069","572129320516.925","665347033663.284","835477222819.83","1104820399912.36","1444097242855.08","1475111429696.51","1805637547662.41","2004189741736.44","2055890032469.03","2200767331251.09","2457026983771.5","2409726041454.18","2354851070617.81","2553176513540.09","3216747145195.82","","",
"China","CHN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1491164289.92201","1397213421.07401","1705313794.48576","2078164270.63435","2306914134.20355","2614904828.47618","2616987740.8056","2973947680.05167","2691733550.92682","3387331293.84782","3249536596.775","3328311834.6865","3696503315.01527","4168139797.72413","4440763366.98571","5275577430.60204","5413231465.93044","4364696738.83408","4995685233.15226","5567081397.18219","6462804388.67287","6861650302.90731","6406956147.81004","6657134057.71509","10139196060.1065","12287149079.0461","14472265197.5644","19353283518.41","20278509647.9494","19323533036.3532","21420595778.5188","23631986188.7826","26055327118.6101","29536243641.2433","34908855561.5335","40630443916.9827","49171110627.4558","63695058823.5294","82749407083.3393","91167765172.5854","108493543712.982","133912112048.286","152372179712.625","169917161302.818","187752801054.79","197253745965.476","200271029723.831","220182924187.727","247799012545.345","","",
"China","CHN","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","-41.9000000104935","-10.5999999731706","14.4999999882309","25.5000000226977","24.0000000163797","22.199999988442","-14.2999999958113","-9.20000002711878","33.0000000358864","34.599999982679","12.3999999987066","6.70000001613769","8.30000000269573","1.4000000022404","15.6999999837727","-2.39999999592607","13.2000000071307","15.2960144017071","8.22470013000012","13.4896071437144","1.88329389307282","5.57546462397578","10.3838938674568","14.4234638850029","18.4001771528778","10.2182127660335","13.5953708683867","14.3391717138872","3.74883612961949","3.17466946128393","13.7853704624149","21.0340456647612","19.7446198900121","18.1416635960414","13.8251597401954","12.0921982793398","10.4780306854525","8.90305363349771","8.20314796915609","9.47384143366217","8.49127053401746","9.89474877460989","12.6672364942946","11.1459223311434","12.1283913131617","13.4506955383312","15.0507142547368","9.83898990675665","10.2928049833817","12.6835956980022","10.6886751981461","8.36364040522028","7.98721429177345","7.15556542230462","5.92676376333006","6.03148306014778","5.86828950818317","5.79240682687143","4.87454381736303","",
"China","CHN","Agriculture, forestry, and fishing, value added (constant 2010 US$)","NV.AGR.TOTL.KD","73232009115.7796","74257257246.8936","77598833819.8904","86367502041.6748","97508909811.8698","106967274059.445","114668917798.164","116847627230.087","114978065205.219","115897889714.225","124822027229.905","127193645748.853","126048902929.914","137393304192.392","143026429663.05","145886958269.068","143260993011.963","140109251161.842","138549665838.289","147048900154.908","144868944846.228","154984468764.926","172852355809.702","187243858814.758","211362016479.417","215259277258.79","222403059522.902","232865310201.24","238789247893.4","246132016628.507","264167911519.683","270385183072.905","282960806108.459","296116161637.919","307799560224.916","323012992219.497","339292504316.349","350952767741.594","363000957193.662","372915868428.519","381599281679.029","391666142576.915","402240919095.791","411782300431.547","436921692096.264","459090724748.93","480921766350.792","497867765699.088","523537850923.943","544492064852.222","567638801957.077","591333687455.347","617745854707.574","641264673825.955","667238895754.012","693251347331.134","715974833980.333","744336680651.04","770261313159.799","794028134919.23","",
